request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,44,46,483,478,488,4,1,484,485,481,486
1,accepted,34,47,428,423,433,2,1,425,442,424,429
2,accepted,39,50,526,521,531,3,2,521,539,521,526
3,accepted,31,36,467,462,472,4,1,462,467,462,467
4,accepted,47,48,504,499,509,1,2,509,509,504,509
5,accepted,33,44,491,486,496,2,2,496,520,491,496
6,accepted,18,24,434,429,439,4,1,433,437,431,436
7,accepted,39,40,525,520,530,3,2,521,525,521,526
8,accepted,33,50,478,473,483,1,2,483,516,478,483
9,accepted,35,38,511,506,516,3,2,511,518,509,514
10,accepted,33,48,435,430,440,3,1,433,455,432,437
11,accepted,9,25,417,412,422,4,1,417,441,415,420
12,accepted,43,44,497,492,502,1,2,500,502,496,501
13,accepted,32,36,481,476,486,1,2,482,486,479,484
14,accepted,30,41,503,498,508,3,2,507,526,503,508
15,accepted,37,47,487,482,492,1,2,489,508,486,491
16,accepted,17,20,413,408,418,3,1,408,412,408,413
17,accepted,30,49,421,416,426,1,1,417,437,417,422
18,accepted,32,41,500,495,505,2,2,495,514,495,500
19,accepted,8,16,460,455,465,2,2,456,469,456,461
20,accepted,26,35,476,471,481,1,2,473,485,472,477
21,accepted,29,43,477,472,482,1,2,478,499,475,480
22,accepted,38,42,521,516,526,3,2,519,529,518,523
23,accepted,6,16,458,453,463,2,2,453,469,453,458
24,accepted,42,44,448,443,453,3,1,449,452,446,451
25,accepted,34,43,428,423,433,2,1,425,439,424,429
26,rejected,38,41,458,453,463,,,,,,
27,accepted,5,19,466,461,471,3,2,464,484,463,468
28,rejected,33,35,474,469,479,,,,,,
29,accepted,17,23,476,471,481,2,2,472,475,472,477
30,accepted,45,48,506,501,511,1,2,504,509,503,508
31,accepted,38,49,516,511,521,3,2,519,534,515,520
32,accepted,16,19,485,480,490,3,2,481,484,481,486
33,rejected,26,31,483,478,488,,,,,,
34,rejected,36,47,460,455,465,,,,,,
35,accepted,48,49,515,510,520,1,2,510,511,510,515
36,rejected,6,11,481,476,486,,,,,,
37,accepted,5,20,459,454,464,3,2,464,487,459,464
38,accepted,30,38,511,506,516,3,2,507,518,507,512
39,rejected,42,46,504,499,509,,,,,,
40,rejected,33,49,450,445,455,,,,,,
41,rejected,41,46,507,502,512,,,,,,
42,rejected,9,16,451,446,456,,,,,,
43,rejected,33,39,460,455,465,,,,,,
44,rejected,46,49,459,454,464,,,,,,
45,rejected,36,49,478,473,483,,,,,,
46,accepted,29,44,487,482,492,2,2,491,520,487,492
47,accepted,18,20,413,408,418,3,1,409,412,409,414
48,accepted,35,41,502,497,507,2,2,499,514,498,503
49,accepted,27,39,480,475,485,1,2,476,495,476,481
