request_id,type,request_time,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub,dtd,ivt
0,PB,-3828,accepted,44,46,483,478,488,4,1,485,486,481,486,2,1
1,PB,-3805,accepted,34,47,428,423,433,2,1,424,442,424,429,4,18
2,PB,-3761,accepted,39,50,526,521,531,3,2,521,539,521,526,5,18
3,PB,-3590,accepted,31,36,467,462,472,4,1,462,467,462,467,5,5
4,PB,-3586,accepted,47,48,504,499,509,1,2,509,509,504,509,5,0
5,PB,-3529,accepted,33,44,491,486,496,2,2,496,520,491,496,5,24
6,PB,-3420,accepted,18,24,434,429,439,4,1,433,437,431,436,1,4
7,PB,-3371,accepted,39,40,525,520,530,3,2,521,525,521,526,4,4
8,PB,-3357,accepted,33,50,478,473,483,1,2,483,516,478,483,5,33
9,PB,-3270,accepted,35,38,511,506,516,3,2,511,518,509,514,0,7
10,PB,-3160,accepted,33,48,435,430,440,3,1,433,455,432,437,2,22
11,PB,-3140,accepted,9,25,417,412,422,4,1,417,441,415,420,0,24
12,PB,-3136,accepted,43,44,497,492,502,1,2,500,502,496,501,3,2
13,PB,-3108,accepted,32,36,481,476,486,1,2,482,486,479,484,1,4
14,PB,-3042,accepted,30,41,503,498,508,3,2,507,526,503,508,4,19
15,PB,-3038,accepted,37,47,487,482,492,1,2,489,508,486,491,2,19
16,PB,-2853,accepted,17,20,413,408,418,3,1,408,412,408,413,5,4
17,PB,-2839,accepted,30,49,421,416,426,1,1,417,437,417,422,4,20
18,PB,-2794,accepted,32,41,500,495,505,2,2,495,514,495,500,5,19
19,PB,-2624,accepted,8,16,460,455,465,2,2,456,469,456,461,4,13
20,PB,-2586,accepted,26,35,476,471,481,1,2,473,485,472,477,3,12
21,PB,-2498,accepted,29,43,477,472,482,1,2,478,499,475,480,1,21
22,PB,-2416,accepted,38,42,521,516,526,3,2,519,529,518,523,2,10
23,PB,-2377,accepted,6,16,458,453,463,2,2,453,469,453,458,5,16
24,PB,-2345,accepted,42,44,448,443,453,3,1,449,452,446,451,1,3
25,PB,-2334,accepted,34,43,428,423,433,2,1,424,439,424,429,4,15
26,PB,-2318,rejected,38,41,458,453,463,,,,,,,,
27,PB,-2246,accepted,5,19,466,461,471,3,2,464,484,463,468,2,20
28,PB,-2134,rejected,33,35,474,469,479,,,,,,,,
29,PB,-2061,accepted,17,23,476,471,481,2,2,472,475,472,477,4,3
30,PB,-2024,accepted,45,48,506,501,511,1,2,504,509,503,508,2,5
31,PB,-2006,accepted,38,49,516,511,521,3,2,519,534,515,520,3,15
32,PB,-1977,accepted,16,19,485,480,490,3,2,481,484,481,486,4,3
33,PB,-1877,rejected,26,31,483,478,488,,,,,,,,
34,PB,-1876,rejected,36,47,460,455,465,,,,,,,,
35,PB,-1768,accepted,48,49,515,510,520,1,2,510,511,510,515,5,1
36,PB,-1754,rejected,6,11,481,476,486,,,,,,,,
